"","PE_level","trialN","id_acc","trial_acc","session","SubNum","PEchoice","PEobs"
"643","0.5",19,0,0,"DelayedRec",3,-0.079953967641947,0.734827310936444
"645","0.9",21,0,0,"ImmediateRec",3,-0.766127884959788,0.96222324975251
"646","0.9",22,0,0,"DelayedRec",3,-0.747217586792274,0.943724290097389
"647","0.5",23,0,0,"DelayedRec",3,-0.065296003839513,0.608186030044478
"648","0.1",24,0,1,"ImmediateRec",3,0.374326368118258,0.271804676273159
"650","0.5",26,0,0,"ImmediateRec",3,NA,0.640905819952591
"655","0.9",31,1,0,"ImmediateRec",3,-0.826621770763378,0.906668942519924
"656","0.5",32,1,0,"ImmediateRec",3,-0.079953967641947,0.60441926912741
"657","0.1",33,0,1,"DelayedRec",3,0.324922828604279,0.298688264255919
"658","0.5",34,0,0,"DelayedRec",3,-0.065296003839513,0.727755148205766
"663","0.5",39,0,1,"ImmediateRec",3,0.94667471492468,0.76514562306624
"664","0.9",40,0,0,"ImmediateRec",3,-0.783292774907744,0.932082211968306
"666","0.9",42,0,0,"ImmediateRec",3,-0.796112702582961,0.893337416673162
"667","0.5",43,0,0,"ImmediateRec",3,-0.0533252850753195,0.780582268061772
"668","0.9",44,0,0,"ImmediateRec",3,-0.639691681929812,0.861189455052498
"669","0.5",45,1,1,"DelayedRec",3,0.956450841381455,0.681423367778903
"671","0.5",47,0,0,"ImmediateRec",3,-0.218895326235394,0.72160936834031
"673","0.5",49,0,1,"ImmediateRec",3,0.94667471492468,0.707323917652953
"675","0.5",51,0,0,"ImmediateRec",3,-0.178765238097065,0.726382049028341
"676","0.5",52,0,0,"ImmediateRec",3,-0.0237202639508314,0.691401904993902
"678","0.5",54,1,0,"ImmediateRec",3,-0.119227445044042,0.68037884056513
"681","0.1",57,0,1,"ImmediateRec",3,0.634199938450005,0.12247167166058
"683","0.1",59,0,1,"DelayedRec",3,0.285702732408356,0.248661255826909
"686","0.1",62,1,0,"ImmediateRec",3,-0.0202210740821491,0.0931651522839707
"688","0.5",64,1,0,"DelayedRec",3,-0.0435491586185453,0.667349016069462
"690","0.5",66,0,0,"ImmediateRec",3,-0.015820225994342,0.75409986318062
"691","0.9",67,1,0,"ImmediateRec",3,-0.844384037736287,0.872202841052375
"694","0.9",70,0,0,"DelayedRec",3,-0.314290287875411,0.952578969855744
"695","0.5",71,1,1,"ImmediateRec",3,0.956450841381455,0.795163387672176
"699","0.1",75,0,1,"DelayedRec",3,0.212439468744608,0.238493371038573
"701","0.5",77,1,0,"DelayedRec",3,-0.0355652897814697,0.693530078955371
"702","0.1",78,0,0,"DelayedRec",3,-0.00734576676050179,0.158499536681957
"706","0.9",82,1,0,"DelayedRec",3,-0.323133294421653,0.991703701817419
"707","0.9",83,0,0,"DelayedRec",3,-0.826507066804593,0.874385507238215
"708","0.1",84,0,1,"DelayedRec",3,0.736106744224146,0.232975388182179
"709","0.1",85,0,1,"ImmediateRec",3,0.325016503882119,0.309238132136537
"710","0.5",86,0,0,"ImmediateRec",3,-0.079518724126956,0.645383842424627
"713","0.9",89,0,0,"DelayedRec",3,-0.861919702153213,0.861535942547403
"715","0.9",91,0,0,"DelayedRec",3,-0.672563470700221,0.943349228294077
"716","0.9",92,1,0,"ImmediateRec",3,-0.00145348246847846,0.931838344210349
"719","0.5",95,1,0,"ImmediateRec",3,-0.185285423969197,0.664519387808555
"720","0.9",96,0,0,"ImmediateRec",3,-0.758187234725608,0.985755554790099
"721","0.5",97,0,0,"DelayedRec",3,-0.0649405535339917,0.562894512162579
"723","0.5",99,0,0,"DelayedRec",3,-0.151317040438543,0.78688157828209
"731","0.5",107,0,0,"ImmediateRec",3,-0.178765238097065,0.688464464089851
"732","0.5",108,1,0,"ImmediateRec",3,-0.123576081898845,0.686306803828213
"733","0.5",109,1,0,"DelayedRec",3,-0.123576081898845,0.600468811241408
"734","0.1",110,0,1,"DelayedRec",3,0.169393254213251,0.190594799959382
"737","0.9",113,1,0,"ImmediateRec",3,-0.861661617256713,0.929219948671796
"740","0.1",116,1,1,"ImmediateRec",3,0.0787465425287566,0.118728648706147
"745","0.5",121,1,1,"ImmediateRec",3,0.899079125700503,0.722700682645006
"746","0.9",122,1,0,"ImmediateRec",3,-0.947480006897886,0.979024924736935
"747","0.1",123,1,1,"DelayedRec",3,0.226221537306068,0.206588263668393
"748","0.5",124,1,0,"DelayedRec",3,-0.053034999487267,0.739621188771451
"749","0.1",125,0,1,"DelayedRec",3,0.161391784395583,0.180997777108702
"751","0.9",127,0,0,"DelayedRec",3,-0.868196177321023,0.951830229377755
"752","0.1",128,0,1,"ImmediateRec",3,0.150878415703465,0.157153297442431
"753","0.1",129,0,1,"ImmediateRec",3,0.6059558320183,0.226809307245145
"754","0.1",130,1,0,"ImmediateRec",3,-8.80919553417567e-06,0.137066847484532
"755","0.5",131,0,0,"ImmediateRec",3,-0.0193716270960288,0.699434446169754
"757","0.1",133,0,1,"ImmediateRec",3,0.237626671232248,0.231565970811766
"759","0.5",135,0,0,"DelayedRec",3,-0.015820225994342,0.649893290141398
"761","0.5",137,0,0,"ImmediateRec",3,-0.01291990338609,0.677578396551701
"762","0.5",138,0,0,"DelayedRec",3,-0.0973694731978099,0.584595662186557
"765","0.5",141,1,1,"ImmediateRec",3,0.920481275873044,0.659879589677414
"767","0.5",143,1,0,"ImmediateRec",3,-0.248270589987916,0.852919700080786
"769","0.5",145,0,1,"DelayedRec",3,0.797244866325006,0.629789902987316
"771","0.9",147,0,0,"ImmediateRec",3,-0.669949254268741,0.917565724425301
"773","0.5",149,0,0,"ImmediateRec",3,-0.00703718575189162,0.799644422067762
"775","0.9",151,0,0,"ImmediateRec",3,-0.873689048649509,0.951073180694006
"777","0.5",153,0,0,"DelayedRec",3,-0.177241305685129,0.622193247332899
"778","0.1",154,1,0,"ImmediateRec",3,-0.000287595748007377,0.259063545028629
"780","0.5",156,0,0,"DelayedRec",3,-0.348914064081061,0.674813277020976
"782","0.1",158,0,1,"ImmediateRec",3,0.105701588944625,0.134001741955695
"786","0.5",162,0,0,"DelayedRec",3,-0.00574705823146429,0.606900444513775
"788","0.5",164,1,0,"ImmediateRec",3,-0.232708175499592,0.64115007499003
"789","0.5",165,0,0,"ImmediateRec",3,-0.00861692735867907,0.64325352290309
"790","0.5",166,1,0,"DelayedRec",3,-0.190045777202125,0.851803487479855
"793","0.9",169,0,0,"ImmediateRec",3,-0.481338253802812,0.867495164617306
"795","0.5",171,1,0,"DelayedRec",3,-0.00703718575189162,0.601121609528538
"797","0.5",173,1,0,"ImmediateRec",3,-0.00574705823146429,0.859216947570171
"800","0.9",176,0,0,"DelayedRec",3,-0.895928003201985,0.913952643882163
"801","0.5",177,1,0,"ImmediateRec",3,-0.155204677939745,0.615542215629125
"803","0.1",179,0,1,"ImmediateRec",3,0.0313589139317881,0.0589880447950584
"804","0.9",180,0,0,"DelayedRec",3,-0.974390116902482,0.981461683197444
"805","0.5",181,0,0,"ImmediateRec",3,-0.126750998675232,0.775787903367781
"806","0.5",182,0,0,"DelayedRec",3,-0.00574705823146429,0.697438372755555
"807","0.5",183,0,0,"DelayedRec",3,-0.00469344983638712,0.666077037969998
"809","0.9",185,0,0,"DelayedRec",3,-0.731677489714874,0.797136361029725
"810","0.1",186,1,1,"ImmediateRec",3,0.452839948582122,0.184266729448596
"811","0.9",187,0,0,"ImmediateRec",3,-0.59753902885293,0.695250877963037
"812","0.9",188,0,0,"ImmediateRec",3,-0.795755141250407,0.971297238509092
"816","0.9",192,0,0,"ImmediateRec",3,-0.809291560199189,0.898588319021231
"817","0.5",193,0,1,"DelayedRec",3,0.971113008233081,0.608295725410185
"818","0.5",194,0,0,"DelayedRec",3,-0.00383299950678761,0.781427380063907
"819","0.1",195,0,1,"DelayedRec",3,0.51200782308932,0.399527269558354
"820","0.1",196,0,0,"DelayedRec",3,-5.69056153518706e-05,0.160714793216836
"821","0.5",197,0,1,"ImmediateRec",3,0.896486266532469,0.727634330904934
"822","0.1",198,0,1,"ImmediateRec",3,0.41814141021766,0.348461942661605
"823","0.9",199,0,0,"ImmediateRec",3,-0.658516469760438,0.700576159115819
"827","0.1",203,1,1,"ImmediateRec",3,0.251755230406909,0.260675401996436
"828","0.5",204,0,0,"ImmediateRec",3,-0.00313029556748036,0.681549730527884
"829","0.9",205,1,0,"ImmediateRec",3,-0.794399065161056,0.997729425404853
"833","0.1",209,0,1,"ImmediateRec",3,0.286845642594478,0.28443035267204
"834","0.1",210,1,1,"ImmediateRec",3,0.339075891033982,0.288934940695222
"835","0.9",211,0,0,"DelayedRec",3,-0.526574723765704,0.986814608897332
"840","0.5",216,1,1,"ImmediateRec",3,0.997443581633017,0.724717676822517
"841","0.5",217,0,0,"DelayedRec",3,-0.267866593391371,0.717962257863542
"844","0.5",220,0,1,"DelayedRec",3,0.964929851586253,0.721964619049564
"848","0.1",224,0,1,"ImmediateRec",3,0.460165965811452,0.146506785925865
"849","0.1",225,0,0,"DelayedRec",3,-8.35617749505997e-08,0.191702087746834
"850","0.1",226,1,1,"ImmediateRec",3,0.334158477845828,0.167199805866544
"852","0.1",228,0,1,"DelayedRec",3,0.104203227692312,0.143555742879545
"854","0.5",230,1,0,"DelayedRec",3,-0.20692117496717,0.705423957608146
"856","0.1",232,1,1,"DelayedRec",3,0.222866939777921,0.127190191529171
"857","0.9",233,0,0,"DelayedRec",3,-0.81799126441594,0.972099048648437
"858","0.1",234,0,1,"DelayedRec",3,0.375803722524384,0.127781113147217
"859","0.1",235,0,0,"ImmediateRec",3,-9.19547927583326e-06,0.11144885046761
"860","0.5",236,1,0,"ImmediateRec",3,-0.00139242456931782,0.626196363040247
"863","0.5",239,1,1,"ImmediateRec",3,0.848574863018645,0.679112739695351
"865","0.9",241,0,0,"DelayedRec",3,-0.710562271869446,0.972708124008437
"866","0.5",242,1,1,"ImmediateRec",3,0.994075752899591,0.546159468398353
"869","0.9",245,0,1,"DelayedRec",3,0.999999954485749,0.867760999850378
"870","0.1",246,0,1,"DelayedRec",3,0.0567571944854441,0.095246132405583
"871","0.9",247,0,0,"DelayedRec",3,-0.778591928896373,0.884258936219837
"874","0.1",250,0,1,"DelayedRec",3,0.492296082121181,0.208512996109538
"878","0.1",254,0,1,"DelayedRec",3,0.0378542011769256,0.072454473019833
"880","0.5",256,0,0,"DelayedRec",3,-0.16898630841735,0.794620237501918
"881","0.5",257,1,0,"ImmediateRec",3,-0.306994397552446,0.730918299714445
"883","0.9",259,0,0,"DelayedRec",3,-0.702611790571148,0.958092504000589
"887","0.9",263,0,0,"DelayedRec",3,-0.670618512263899,0.989635082317982
"889","0.5",265,0,0,"DelayedRec",3,-0.138006042334983,0.693056351182811
"891","0.9",267,0,0,"DelayedRec",3,-0.547673995963882,0.928983873544106
"894","0.1",270,1,1,"ImmediateRec",3,0.0206183465317784,0.0480719767262413
"895","0.9",271,0,0,"DelayedRec",3,-0.983161615689512,0.983312511993047
"899","0.5",275,1,1,"DelayedRec",3,0.854098988352267,0.757586366296977
"900","0.5",276,0,0,"DelayedRec",3,-0.00208775009457222,0.707325777566567
"902","0.9",278,0,0,"ImmediateRec",3,-2.67177305344018e-09,0.891698826767037
"903","0.1",279,0,1,"DelayedRec",3,0.189582302960684,0.195816342393411
"905","0.1",281,0,1,"DelayedRec",3,0.154826172447883,0.170788199640855
"906","0.9",282,0,0,"DelayedRec",3,-0.631356088720575,0.909199994845137
"911","0.5",287,0,0,"DelayedRec",3,-0.00170500279362761,0.728338547539087
"912","0.9",288,0,0,"DelayedRec",3,-0.915669606636285,0.941726209450721
"914","0.9",290,1,0,"DelayedRec",3,-0.4936058382169,0.904228852081897
"915","0.5",291,0,0,"ImmediateRec",3,-0.250713103458006,0.718300148902217
"917","0.1",293,0,1,"DelayedRec",3,0.205964275651379,0.197676910415836
"921","0.9",297,1,0,"ImmediateRec",3,-0.403113061902726,0.862654115077331
"922","0.1",298,1,1,"DelayedRec",3,0.670789670430953,0.431937212847925
"924","0.9",300,1,0,"ImmediateRec",3,-0.720980791308736,0.871375823158402
"925","0.9",301,0,0,"DelayedRec",3,-0.831795162511994,0.864107213929029
"926","0.1",302,0,1,"ImmediateRec",3,0.447383056229268,0.328577994130892
"927","0.1",303,0,1,"DelayedRec",3,0.365364304221888,0.286581004288572
"928","0.5",304,1,1,"ImmediateRec",3,0.998607575430682,0.69912013803241
"929","0.5",305,0,0,"DelayedRec",3,-0.204749861061573,0.683829601710454
"931","0.5",307,1,0,"ImmediateRec",3,-0.184467187776189,0.681867164184997
"933","0.5",309,1,0,"DelayedRec",3,-0.0501338452356326,0.659640493035042
"934","0.1",310,0,1,"DelayedRec",3,0.335811947812067,0.215752840452737
"935","0.1",311,1,1,"ImmediateRec",3,0.261904321847601,0.242632215237214
"938","0.5",2,0,0,"DelayedRec",4,-0.24864060624078,0.709761785298789
"941","0.1",5,1,1,"ImmediateRec",4,0.218528847833534,0.172806527331502
"942","0.9",6,0,0,"ImmediateRec",4,-0.819280485473578,0.906383439267885
"944","0.9",8,1,0,"DelayedRec",4,-0.610850197990567,0.924467947520029
"946","0.9",10,1,0,"ImmediateRec",4,-0.722257852502567,0.893870633876767
"947","0.9",11,0,1,"ImmediateRec",4,0.995822386374486,0.737900028735013
"950","0.5",14,0,1,"DelayedRec",4,0.827519476125687,0.730510055250064
"951","0.5",15,0,0,"DelayedRec",4,-0.105558106552178,0.654181518670424
"953","0.5",17,0,1,"DelayedRec",4,0.91270530202507,0.702850905030526
"954","0.1",18,0,1,"DelayedRec",4,0.506047915186498,0.480829238331608
"955","0.5",19,0,0,"DelayedRec",4,-0.0872946979749303,0.765860950557072
"957","0.9",21,0,0,"ImmediateRec",4,-0.75132077342558,0.981269161844659
"958","0.9",22,0,0,"DelayedRec",4,-0.417760399226824,0.965779752665896
"959","0.5",23,1,0,"DelayedRec",4,-0.250968917697417,0.580211143942733
"960","0.1",24,0,1,"ImmediateRec",4,0.378670931672525,0.286528365876822
"962","0.5",26,0,0,"ImmediateRec",4,-0.0721911802270488,0.632226628781944
"967","0.9",31,0,0,"ImmediateRec",4,-0.575542022245918,0.925045960249882
"968","0.5",32,1,0,"ImmediateRec",4,-0.0872946979749303,0.585916151530261
"969","0.1",33,0,1,"DelayedRec",4,0.524036867987934,0.3141259111381
"970","0.5",34,0,0,"DelayedRec",4,-0.11795941582669,0.743028018174827
"975","0.5",39,1,0,"ImmediateRec",4,-0.0597008366312342,0.793322591274221
"976","0.9",40,1,0,"ImmediateRec",4,-0.641611229888487,0.947034192615734
"978","0.9",42,0,0,"ImmediateRec",4,-0.612816283457833,0.89314093743813
"979","0.5",43,0,0,"ImmediateRec",4,NA,0.814630209824864
"980","0.9",44,1,0,"ImmediateRec",4,-0.00160297888188644,0.867030929570809
"981","0.5",45,0,1,"DelayedRec",4,0.950628457891122,0.680839119892643
"983","0.5",47,1,1,"ImmediateRec",4,0.903826940474524,0.729633750067961
"985","0.5",49,0,0,"ImmediateRec",4,-0.202783336319837,0.729487086285095
"987","0.5",51,0,0,"ImmediateRec",4,-0.252551013205901,0.760221525465296
"988","0.5",52,0,1,"ImmediateRec",4,0.853750067429849,0.701544222680467
"990","0.5",54,1,0,"ImmediateRec",4,-0.172719616772008,0.692555951602984
"993","0.1",57,1,0,"ImmediateRec",4,-0.0319259083314644,0.0856044982537905
"995","0.1",59,0,1,"DelayedRec",4,0.407877410992337,0.253888006767454
"998","0.1",62,0,1,"ImmediateRec",4,0.205693503677363,0.0583367594954787
"1000","0.5",64,1,0,"DelayedRec",4,-0.0493715421088776,0.654896514900038
"1002","0.5",66,1,0,"ImmediateRec",4,-0.0312037320542123,0.776281662355572
"1003","0.9",67,0,0,"ImmediateRec",4,-0.769315465438103,0.878001250978291
"1006","0.9",70,0,0,"DelayedRec",4,-0.883665265887672,0.973323051935294
"1007","0.5",71,0,1,"ImmediateRec",4,0.828362378213691,0.829385528444762
"1011","0.1",75,0,1,"DelayedRec",4,0.26248495428135,0.215672276554851
"1013","0.5",77,0,0,"DelayedRec",4,-0.138683506719319,0.684666865738166
"1014","0.1",78,0,1,"DelayedRec",4,0.395661398695639,0.166406963580972
"1018","0.9",82,1,0,"DelayedRec",4,-0.729407202581792,0.997151323526789
"1019","0.9",83,1,0,"DelayedRec",4,-0.782929558369565,0.891025570674048
"1020","0.1",84,0,0,"DelayedRec",4,NA,0.268102855376851
"1021","0.1",85,0,0,"ImmediateRec",4,-0.000199925722969943,0.321462852348406
"1022","0.5",86,1,0,"ImmediateRec",4,-0.201041754353791,0.646444002008624
"1025","0.9",89,1,0,"DelayedRec",4,-0.71152192842616,0.872197200662744
"1027","0.9",91,1,0,"DelayedRec",4,-0.716558194955467,0.957619116399947
"1028","0.9",92,0,0,"ImmediateRec",4,-0.592581027201156,0.932205207734515
"1031","0.5",95,1,0,"ImmediateRec",4,-0.0408293971701797,0.674196797092185
"1032","0.9",96,0,0,"ImmediateRec",4,-0.659627371331636,0.994561714354739
"1033","0.5",97,1,1,"DelayedRec",4,0.97865977026247,0.533646625786236
"1035","0.5",99,0,1,"DelayedRec",4,0.96623480648824,0.823664404426909
"1043","0.5",107,1,1,"ImmediateRec",4,0.885311178567011,0.706889928857284
"1044","0.5",108,1,1,"ImmediateRec",4,0.799059194601628,0.679944015006555
"1045","0.5",109,0,1,"DelayedRec",4,0.732136777279492,0.583545402486276
"1046","0.1",110,0,1,"DelayedRec",4,0.21257821794449,0.171728517053342
"1049","0.9",113,0,0,"ImmediateRec",4,-0.824201551755379,0.931385665443016
"1052","0.1",116,1,1,"ImmediateRec",4,0.148598477875263,0.0839828863518218
"1057","0.5",121,1,0,"ImmediateRec",4,-0.339192096796843,0.741573752758379
"1058","0.9",122,0,0,"ImmediateRec",4,-0.898373513431149,0.989850466519352
"1059","0.1",123,0,1,"DelayedRec",4,0.257060901477196,0.221734396011663
"1060","0.5",124,0,0,"DelayedRec",4,-0.190665578838821,0.755236345184903
"1061","0.1",125,0,1,"DelayedRec",4,0.180078400735097,0.163995456852944
"1063","0.9",127,0,0,"DelayedRec",4,-0.85107832910769,0.971957331586633
"1064","0.1",128,1,1,"ImmediateRec",4,0.348821513077395,0.151104981582376
"1065","0.1",129,0,1,"ImmediateRec",4,0.288411742956015,0.226924757128073
"1066","0.1",130,1,0,"ImmediateRec",4,-3.58800720239148e-05,0.124738822404374
"1067","0.5",131,1,0,"ImmediateRec",4,-0.394535759152139,0.703697558012387
"1069","0.1",133,1,1,"ImmediateRec",4,0.244930017934734,0.236299823167821
"1071","0.5",135,0,1,"DelayedRec",4,0.719494100334895,0.637849365897133
"1073","0.5",137,1,0,"ImmediateRec",4,-0.404991030675295,0.679848083982469
"1074","0.5",138,1,0,"DelayedRec",4,-0.147312282077263,0.572156758744397
"1077","0.5",141,0,0,"ImmediateRec",4,-0.05710583021145,0.65403665457662
"1079","0.5",143,0,0,"ImmediateRec",4,NA,0.896073760353178
"1081","0.5",145,1,0,"DelayedRec",4,-0.184531908374174,0.620194318727963
"1083","0.9",147,0,0,"ImmediateRec",4,-0.836882046190973,0.927067336718487
"1085","0.5",149,1,0,"ImmediateRec",4,-0.0668071649123387,0.838653438059836
"1087","0.9",151,1,0,"ImmediateRec",4,-0.664415271041334,0.960561576883028
"1089","0.5",153,0,0,"DelayedRec",4,-0.0130602238089425,0.609163193193187
"1090","0.1",154,1,1,"ImmediateRec",4,0.307913263613051,0.279872681244899
"1092","0.5",156,0,1,"DelayedRec",4,0.847395356601073,0.703149479097579
"1094","0.1",158,1,1,"ImmediateRec",4,0.114558446425102,0.1097374405397
"1098","0.5",162,0,0,"DelayedRec",4,-0.0267094872486499,0.59713183664536
"1100","0.5",164,1,1,"ImmediateRec",4,0.752551197476562,0.653663156121634
"1101","0.5",165,1,0,"ImmediateRec",4,-0.276973331947429,0.637783991936717
"1102","0.5",166,0,0,"DelayedRec",4,-0.377653392618256,0.879125597364901
"1105","0.9",169,1,0,"ImmediateRec",4,-0.682770008962959,0.867969655114731
"1107","0.5",171,1,0,"DelayedRec",4,-0.00893188596870969,0.589614473300984
"1109","0.5",173,0,0,"ImmediateRec",4,NA,0.904364133301935
"1112","0.9",176,1,0,"DelayedRec",4,-0.727878962290232,0.920625528015483
"1113","0.5",177,0,0,"ImmediateRec",4,-0.0322262045609016,0.61993979133764
"1115","0.1",179,0,1,"ImmediateRec",4,0.277580768917114,0.0347289754970938
"1116","0.9",180,1,0,"DelayedRec",4,-0.770445585112018,0.991125444918566
"1117","0.5",181,1,0,"ImmediateRec",4,-0.258277123570652,0.773585317897217
"1118","0.5",182,0,0,"DelayedRec",4,-0.130396173393316,0.692317626946884
"1119","0.5",183,0,0,"DelayedRec",4,-0.156648695035359,0.67732314531812
"1121","0.9",185,0,1,"DelayedRec",4,0.999996328795227,0.759986487787971
"1122","0.1",186,1,1,"ImmediateRec",4,0.246228633991204,0.171277838458833
"1123","0.9",187,0,0,"ImmediateRec",4,-0.497796361326332,0.627377195226528
"1124","0.9",188,1,0,"ImmediateRec",4,-0.637144951299663,0.983659370073217
"1128","0.9",192,1,0,"ImmediateRec",4,-0.732431655310879,0.894250948143354
"1129","0.5",193,0,0,"DelayedRec",4,-0.0456894144862369,0.571515807161298
"1130","0.5",194,1,0,"DelayedRec",4,-0.0050516353735766,0.790784582316847
"1131","0.1",195,1,0,"DelayedRec",4,-0.143085010425239,0.483585572451287
"1132","0.1",196,1,1,"DelayedRec",4,0.203626750603157,0.141391737384079
"1133","0.5",197,1,0,"ImmediateRec",4,-0.0103311086064993,0.764521244677054
"1134","0.1",198,1,0,"ImmediateRec",4,-0.118328787601328,0.399205202949801
"1135","0.9",199,0,0,"ImmediateRec",4,-0.28154028348809,0.671468701488114
"1139","0.1",203,1,1,"ImmediateRec",4,0.552218149504772,0.251202423394781
"1140","0.5",204,1,0,"ImmediateRec",4,-0.00417761362551406,0.652801360622004
"1141","0.9",205,0,0,"ImmediateRec",4,-0.543325300615679,0.999610131244743
"1145","0.1",209,0,1,"ImmediateRec",4,0.628419872430416,0.285358943031725
"1146","0.1",210,0,1,"ImmediateRec",4,0.394291900205345,0.331487850012321
"1147","0.9",211,0,0,"DelayedRec",4,-0.884834166047692,0.994518918223547
"1152","0.5",216,1,1,"ImmediateRec",4,0.91140369549752,0.761639338555237
"1153","0.5",217,0,0,"DelayedRec",4,-0.17663570317071,0.701662953699266
"1156","0.5",220,1,0,"DelayedRec",4,-0.24628517003226,0.75198866119554
