"","PE_level","trialN","id_acc","trial_acc","session","SubNum","PEchoice","PEobs"
"4454","0.5",86,0,0,"ImmediateRec",17,-0.24752358588594,0.645352771268956
"4457","0.9",89,1,0,"DelayedRec",17,-0.849757426230371,0.856803351552105
"4459","0.9",91,1,0,"DelayedRec",17,-0.869910292298707,0.931066972745493
"4460","0.9",92,0,0,"ImmediateRec",17,-0.739597304974271,0.932411120396011
"4463","0.5",95,1,0,"ImmediateRec",17,-0.437205167985883,0.660612607301165
"4464","0.9",96,1,0,"ImmediateRec",17,-0.764038474319581,0.974142880641618
"4465","0.5",97,0,0,"DelayedRec",17,-0.210444431637955,0.581728230951432
"4467","0.5",99,1,0,"DelayedRec",17,-0.371711619951899,0.761990773896328
"4475","0.5",107,1,0,"ImmediateRec",17,-0.24703204358047,0.679921135157165
"4476","0.5",108,1,0,"ImmediateRec",17,-0.316029037451191,0.686867035572528
"4477","0.5",109,1,0,"DelayedRec",17,-0.210026522610294,0.612888542128267
"4478","0.1",110,1,1,"DelayedRec",17,0.183090546735157,0.202690117802271
"4481","0.9",113,1,0,"ImmediateRec",17,-0.84433650672903,0.927455137406433
"4484","0.1",116,1,1,"ImmediateRec",17,0.101239127066967,0.147388049886503
"4489","0.5",121,1,1,"ImmediateRec",17,0.731312266952401,0.711875387493098
"4490","0.9",122,1,0,"ImmediateRec",17,-0.926820389551284,0.967207167089261
"4491","0.1",123,0,1,"DelayedRec",17,0.212017758180567,0.206540891876377
"4492","0.5",124,1,0,"DelayedRec",17,-0.178919752834501,0.728772857913979
"4493","0.1",125,0,1,"DelayedRec",17,0.173394653969945,0.19283762897119
"4495","0.9",127,0,0,"DelayedRec",17,-0.852579950015028,0.934479496657654
"4496","0.1",128,1,1,"ImmediateRec",17,0.153254748449194,0.167823189297302
"4497","0.1",129,1,1,"ImmediateRec",17,0.228120522490975,0.222994130498561
"4498","0.1",130,0,1,"ImmediateRec",17,0.130297112163162,0.151277706347463
"4499","0.5",131,1,0,"ImmediateRec",17,-0.178564446783615,0.69685860357241
"4501","0.1",133,1,1,"ImmediateRec",17,0.233921294822771,0.230109991625935
"4503","0.5",135,1,0,"DelayedRec",17,-0.378238668376514,0.656697224399425
"4505","0.5",137,1,1,"ImmediateRec",17,0.678421669171068,0.677017565520502
"4506","0.5",138,0,0,"DelayedRec",17,-0.151815405306223,0.59658657707707
"4509","0.5",141,1,0,"ImmediateRec",17,-0.129073383327099,0.664815794976842
"4511","0.5",143,1,1,"ImmediateRec",17,0.890261872634732,0.819099774052772
"4513","0.5",145,0,0,"DelayedRec",17,-0.243099791379519,0.638779661000187
"4515","0.9",147,1,0,"ImmediateRec",17,-0.859806812595332,0.914426955371514
"4517","0.5",149,1,1,"ImmediateRec",17,0.84788251366312,0.773200127199335
"4519","0.9",151,1,0,"ImmediateRec",17,-0.942118597722607,0.944140432438631
"4521","0.5",153,0,0,"DelayedRec",17,-0.423206228737462,0.632182979856518
"4522","0.1",154,0,1,"ImmediateRec",17,0.268992668527172,0.245815035554116
"4524","0.5",156,1,0,"DelayedRec",17,-0.206683323712604,0.661446610644578
"4526","0.1",158,1,1,"ImmediateRec",17,0.122223062714516,0.151924326867062
"4530","0.5",162,0,0,"DelayedRec",17,-0.175722060716207,0.617624203592995
"4532","0.5",164,1,0,"ImmediateRec",17,-0.149398810062136,0.63604205657312
"4533","0.5",165,1,1,"ImmediateRec",17,0.640190271349182,0.648694114400226
"4534","0.5",166,1,1,"DelayedRec",17,0.872981204767287,0.827249357260807
"4537","0.9",169,1,0,"ImmediateRec",17,-0.834688527022801,0.871292715902152
"4539","0.5",171,1,0,"DelayedRec",17,-0.455710544463797,0.612264121827828
"4541","0.5",173,1,0,"ImmediateRec",17,-0.38744488198106,0.823672600652453
"4544","0.9",176,1,0,"DelayedRec",17,-0.911593980736208,0.91136000844118
"4545","0.5",177,1,0,"ImmediateRec",17,-0.257791806747155,0.61539978448736
"4547","0.1",179,1,1,"ImmediateRec",17,0.0461613250626243,0.0815014033968424
"4548","0.9",180,0,0,"DelayedRec",17,-0.960753664012708,0.971914298727827
"4549","0.5",181,1,1,"ImmediateRec",17,0.780825532008794,0.770763783968598
"4550","0.5",182,0,1,"DelayedRec",17,0.720869298353726,0.696971272444783
"4551","0.5",183,1,1,"DelayedRec",17,0.670594550867929,0.662583854864686
"4553","0.9",185,1,0,"DelayedRec",17,-0.775036756493229,0.821510139993526
"4554","0.1",186,0,1,"ImmediateRec",17,0.178435689800377,0.191078990175406
"4555","0.9",187,0,0,"ImmediateRec",17,-0.658935871242186,0.74051846017088
"4556","0.9",188,1,0,"ImmediateRec",17,-0.816832295167238,0.959102983635811
"4560","0.9",192,1,0,"ImmediateRec",17,-0.81223449117831,0.900788938439853
"4561","0.5",193,1,1,"DelayedRec",17,0.612882724829329,0.628257727236595
"4562","0.5",194,1,0,"DelayedRec",17,-0.429860840889962,0.767857518309042
"4563","0.1",195,1,1,"DelayedRec",17,0.439773044604638,0.345914875556613
"4564","0.1",196,0,1,"DelayedRec",17,0.151705936182059,0.17224074626372
"4565","0.5",197,0,0,"ImmediateRec",17,-0.336142514646204,0.707344383237945
"4566","0.1",198,1,1,"ImmediateRec",17,0.373894827397025,0.311811551101978
"4567","0.9",199,0,0,"ImmediateRec",17,-0.682114800646933,0.729839187640896
"4571","0.1",203,0,1,"ImmediateRec",17,0.258154931015905,0.257779510487049
"4572","0.5",204,0,0,"ImmediateRec",17,-0.365467476647606,0.692155384829853
"4573","0.9",205,1,0,"ImmediateRec",17,-0.780516803933133,0.993512435218459
"4577","0.1",209,1,1,"ImmediateRec",17,0.286011362277557,0.277675676040081
"4578","0.1",210,0,1,"ImmediateRec",17,0.309438632924748,0.261764831324573
"4579","0.9",211,1,0,"DelayedRec",17,-0.906767972870949,0.977632275490092
"4584","0.5",216,1,0,"ImmediateRec",17,-0.310720269868358,0.704154416020847
"4585","0.5",217,1,1,"DelayedRec",17,0.714211798480205,0.724866872354315
"4588","0.5",220,0,1,"DelayedRec",17,0.735825778554411,0.705019651224411
"4592","0.1",224,1,1,"ImmediateRec",17,0.140774430114719,0.155500558272133
"4593","0.1",225,1,1,"DelayedRec",17,0.190167845409786,0.191725633241255
"4594","0.1",226,0,1,"ImmediateRec",17,0.161680609142105,0.172823637580688
"4596","0.1",228,0,1,"DelayedRec",17,0.127053765360219,0.165254252147725
"4598","0.5",230,0,0,"DelayedRec",17,-0.478927407156816,0.685981467340549
"4600","0.1",232,1,1,"DelayedRec",17,0.116869083494804,0.14042649753886
"4601","0.9",233,0,0,"DelayedRec",17,-0.900637962382115,0.964341237427822
"4602","0.1",234,0,1,"DelayedRec",17,0.119686351620248,0.140169948441902
"4603","0.1",235,0,1,"ImmediateRec",17,0.101757277600002,0.12635076468228
"4604","0.5",236,1,1,"ImmediateRec",17,0.607222521693541,0.653403134073219
"4607","0.5",239,1,0,"ImmediateRec",17,-0.374401283020381,0.67074395042581
"4609","0.9",241,0,0,"DelayedRec",17,-0.937464297676549,0.959223382828653
"4610","0.5",242,1,1,"ImmediateRec",17,0.516260290905966,0.588984918334106
"4613","0.9",245,0,0,"DelayedRec",17,-0.827436439830102,0.877998248165916
"4614","0.1",246,1,1,"DelayedRec",17,0.0780818496429602,0.121037940729123
"4615","0.9",247,0,0,"DelayedRec",17,-0.830654643486459,0.893774745699857
"4618","0.1",250,0,1,"DelayedRec",17,0.21433190422692,0.200274192901186
"4622","0.1",254,1,1,"DelayedRec",17,0.0564406223713031,0.0983484338360334
"4624","0.5",256,1,0,"DelayedRec",17,-0.407183847285563,0.773492733028544
"4625","0.5",257,1,0,"ImmediateRec",17,-0.318315787676299,0.724543509152711
"4627","0.9",259,0,0,"DelayedRec",17,-0.750230233966409,0.945890107251107
"4631","0.9",263,1,0,"DelayedRec",17,-0.919050918193567,0.983473738779695
"4633","0.5",265,1,0,"DelayedRec",17,-0.346187507778157,0.697235030623208
"4635","0.9",267,0,0,"DelayedRec",17,-0.781376641071731,0.918051138241365
"4638","0.1",270,1,1,"ImmediateRec",17,0.0346860101096306,0.0720338009505905
"4639","0.9",271,0,0,"DelayedRec",17,-0.97050997117231,0.977986062732675
"4643","0.5",275,0,0,"DelayedRec",17,-0.00298276206958175,0.734571662830999
"4644","0.5",276,1,0,"DelayedRec",17,-0.294328449766826,0.689894404254376
"4646","0.9",278,0,0,"ImmediateRec",17,-0.873595013408906,0.90376868857905
"4647","0.1",279,0,1,"DelayedRec",17,0.18922453007029,0.201550865770394
"4649","0.1",281,0,1,"DelayedRec",17,0.160878602901912,0.1816802124531
"4650","0.9",282,1,0,"DelayedRec",17,-0.757361699098887,0.916879115769029
"4655","0.5",287,0,1,"DelayedRec",17,0.74976209598627,0.713672755324683
"4656","0.9",288,0,0,"DelayedRec",17,-0.901130841365134,0.931167274387423
"4658","0.9",290,1,0,"DelayedRec",17,-0.742603135407432,0.897364132108808
"4659","0.5",291,1,1,"ImmediateRec",17,0.729368073029634,0.703838629849643
"4661","0.1",293,1,1,"DelayedRec",17,0.198826806961487,0.196993112145538
"4665","0.9",297,0,0,"ImmediateRec",17,-0.631360822460747,0.872911693049256
"4666","0.1",298,1,1,"DelayedRec",17,0.463217337589602,0.385413076654282
"4668","0.9",300,1,0,"ImmediateRec",17,-0.865577347785847,0.877638712027985
"4669","0.9",301,1,0,"DelayedRec",17,-0.830957545982384,0.869476985611696
"4670","0.1",302,0,1,"ImmediateRec",17,0.334831653531306,0.313164386642241
"4671","0.1",303,1,1,"DelayedRec",17,0.284673708041149,0.282289892828953
"4672","0.5",304,1,0,"ImmediateRec",17,-0.362552632757107,0.698136903965551
"4673","0.5",305,1,0,"DelayedRec",17,-0.3798916210986,0.687310948879159
"4675","0.5",307,1,1,"ImmediateRec",17,0.691757928981476,0.678478002720596
"4677","0.5",309,1,0,"DelayedRec",17,-0.411867747170413,0.665854467982018
"4678","0.1",310,1,1,"DelayedRec",17,0.224526266109353,0.203493680982886
"4679","0.1",311,1,1,"ImmediateRec",17,0.249550816233273,0.233153611500285
"4682","0.5",2,0,0,"DelayedRec",18,-0.102839227786557,0.680123409298164
"4685","0.1",5,1,1,"ImmediateRec",18,0.333309830774325,0.272024271500585
"4686","0.9",6,0,0,"ImmediateRec",18,-0.725554824333069,0.868603321452648
"4688","0.9",8,1,0,"DelayedRec",18,-0.842394296421389,0.870035812708267
"4690","0.9",10,1,0,"ImmediateRec",18,-0.700471456322387,0.87333283293583
"4691","0.9",11,1,0,"ImmediateRec",18,-0.576763701909019,0.801032416828407
"4694","0.5",14,0,0,"DelayedRec",18,-0.367990906164386,0.685889249821944
"4695","0.5",15,0,0,"DelayedRec",18,-0.367990906164386,0.666983498038385
"4697","0.5",17,0,0,"DelayedRec",18,-0.303001350579718,0.690103749020825
"4698","0.1",18,0,1,"DelayedRec",18,0.525096469189042,0.384083659655293
"4699","0.5",19,0,0,"DelayedRec",18,-0.303001350579718,0.707444354425792
"4701","0.9",21,0,0,"ImmediateRec",18,-0.814951681808896,0.924386697414872
"4702","0.9",22,0,0,"DelayedRec",18,-0.747730368441795,0.903864282728824
"4703","0.5",23,0,1,"DelayedRec",18,0.930277369704511,0.63297227940257
"4704","0.1",24,0,1,"ImmediateRec",18,0.328974015094272,0.285087902609451
"4706","0.5",26,1,0,"ImmediateRec",18,-0.249489367577254,0.648877311863234
"4711","0.9",31,1,0,"ImmediateRec",18,-0.823344574566765,0.87973057099107
"4712","0.5",32,1,0,"ImmediateRec",18,-0.084677160195862,0.623818179903141
"4713","0.1",33,0,1,"DelayedRec",18,0.322063361058248,0.30489815520747
"4714","0.5",34,0,0,"DelayedRec",18,-0.0697226302954887,0.711309948792206
"4719","0.5",39,1,1,"ImmediateRec",18,0.794572055817547,0.736049060628637
"4720","0.9",40,0,0,"ImmediateRec",18,-0.781648451295334,0.906632415623259
"4722","0.9",42,0,0,"ImmediateRec",18,-0.816352919384169,0.882603488544924
"4723","0.5",43,1,0,"ImmediateRec",18,-0.0574091663451765,0.744578960879485
"4724","0.9",44,1,0,"ImmediateRec",18,-0.643604318622026,0.85099801768183
"4725","0.5",45,0,0,"DelayedRec",18,-0.0472703391492876,0.681197677361087
"4727","0.5",47,1,0,"ImmediateRec",18,-0.0389220939014108,0.709186234665778
"4729","0.5",49,0,0,"ImmediateRec",18,-0.2340155837756,0.687974840594627
"4731","0.5",51,1,0,"ImmediateRec",18,-0.0320482023385921,0.697205413195356
"4732","0.5",52,0,1,"ImmediateRec",18,0.973611715861512,0.684354667465145
"4734","0.5",54,1,0,"ImmediateRec",18,-0.198334361245078,0.669331812460354
"4737","0.1",57,1,1,"ImmediateRec",18,0.0913495471119351,0.176464994772584
"4739","0.1",59,0,1,"DelayedRec",18,0.269925086024666,0.261000696225225
"4742","0.1",62,1,1,"ImmediateRec",18,0.0619328911547733,0.148456485738362
"4744","0.5",64,0,1,"DelayedRec",18,0.654245531649283,0.675113926448426
"4746","0.5",66,0,0,"ImmediateRec",18,-0.163307240252233,0.73029489172235
"4747","0.9",67,0,0,"ImmediateRec",18,-0.849316505988469,0.865198394689548
"4750","0.9",70,0,0,"DelayedRec",18,-0.965426464909659,0.920878807110983
"4751","0.5",71,1,0,"ImmediateRec",18,-0.192686929902102,0.757900709883987
"4755","0.1",75,1,1,"DelayedRec",18,0.216064549518449,0.265061861419089
"4757","0.5",77,1,1,"DelayedRec",18,0.860724580368079,0.695156547949164
"4758","0.1",78,0,1,"DelayedRec",18,0.168856652069835,0.172305092883529
"4762","0.9",82,1,0,"DelayedRec",18,-0.885519074981444,0.975187694823958
"4763","0.9",83,1,0,"DelayedRec",18,-0.822093836505723,0.857539725605119
"4764","0.1",84,0,1,"DelayedRec",18,0.270869276417332,0.215743115781307
"4765","0.1",85,0,1,"ImmediateRec",18,0.323093210751185,0.305778048645177
"4766","0.5",86,1,0,"ImmediateRec",18,-0.134466133610836,0.645882307274777
"4769","0.9",89,1,0,"DelayedRec",18,-0.861792404930483,0.853899709979442
"4771","0.9",91,0,0,"DelayedRec",18,-0.87549417827267,0.922179241490907
"4772","0.9",92,1,0,"ImmediateRec",18,-0.72087628796674,0.931484471762306
"4775","0.5",95,1,0,"ImmediateRec",18,-0.46129842781516,0.659415200008003
"4776","0.9",96,0,0,"ImmediateRec",18,-0.760881839695725,0.963895999756463
"4777","0.5",97,1,0,"DelayedRec",18,-0.110718551488106,0.592411788577559
"4779","0.5",99,0,0,"DelayedRec",18,-0.0627719211140129,0.747974202468289
"4787","0.5",107,1,1,"ImmediateRec",18,0.869362694902565,0.676354298676452
"4788","0.5",108,0,0,"ImmediateRec",18,-0.312749720419924,0.68605182415316
"4789","0.5",109,1,1,"DelayedRec",18,0.715827663908165,0.620361101826214
"4790","0.1",110,1,1,"DelayedRec",18,0.171677920155291,0.211283774593219
"4793","0.9",113,1,0,"ImmediateRec",18,-0.858641502275241,0.924761195362331
"4796","0.1",116,0,1,"ImmediateRec",18,0.0829048956514349,0.166993064002891
"4801","0.5",121,1,0,"ImmediateRec",18,-0.0217279438146536,0.706180141276197
"4802","0.9",122,0,0,"ImmediateRec",18,-0.943792388239358,0.957739871122761
"4803","0.1",123,0,0,"DelayedRec",18,-2.41702061092512e-05,0.211644177871436
"4804","0.5",124,0,0,"DelayedRec",18,-0.00998731024378226,0.722239708705794
"4805","0.1",125,1,1,"DelayedRec",18,0.163564932244375,0.201037933724807
"4807","0.9",127,0,0,"DelayedRec",18,-0.865321684456554,0.923142420828946
"4808","0.1",128,1,1,"ImmediateRec",18,0.29652912259716,0.178052031873347
"4809","0.1",129,1,1,"ImmediateRec",18,0.226889098941282,0.221595472997402
"4810","0.1",130,0,1,"ImmediateRec",18,0.244160176591489,0.163311676870387
"4811","0.5",131,1,1,"ImmediateRec",18,0.802515536912558,0.695125795619401
"4813","0.1",133,1,1,"ImmediateRec",18,0.236725389987909,0.231060678551293
"4815","0.5",135,0,1,"DelayedRec",18,0.982109350500582,0.659948520126891
"4817","0.5",137,1,0,"ImmediateRec",18,-0.191337463416246,0.676882072459829
"4818","0.5",138,0,0,"DelayedRec",18,-0.0350419167724607,0.604684223687583
"4821","0.5",141,1,0,"ImmediateRec",18,-0.278371993643537,0.667582271610035
"4823","0.5",143,0,0,"ImmediateRec",18,-0.229209713133187,0.798490555231865
"4825","0.5",145,1,0,"DelayedRec",18,-0.18872980685648,0.644410453400138
"4827","0.9",147,0,0,"ImmediateRec",18,-0.873340997366669,0.913289225380322
"4829","0.5",149,0,0,"ImmediateRec",18,-0.0082234871618617,0.758317306205045
"4831","0.9",151,0,0,"ImmediateRec",18,-0.907591436411766,0.939114842120177
"4833","0.5",153,0,1,"DelayedRec",18,0.842453960517922,0.637988330306274
"4834","0.1",154,0,1,"ImmediateRec",18,0.280896627373372,0.239621462707694
"4836","0.5",156,1,0,"DelayedRec",18,-0.0161071152120403,0.656333365553219
"4838","0.1",158,0,1,"ImmediateRec",18,0.108811488678239,0.16353369914474
"4842","0.5",162,0,0,"DelayedRec",18,-0.127954466718715,0.624916464215242
"4844","0.5",164,1,1,"ImmediateRec",18,0.894643113242698,0.634946972760547
"4845","0.5",165,1,0,"ImmediateRec",18,-0.30632881529922,0.652234190646193
"4846","0.5",166,1,0,"DelayedRec",18,-0.263356601865896,0.810595671978412
"4849","0.9",169,1,0,"ImmediateRec",18,-0.843191731854049,0.874749228510963
"4851","0.5",171,0,1,"DelayedRec",18,0.747770819326481,0.619513659955265
"4853","0.5",173,1,0,"ImmediateRec",18,-0.384290306133782,0.802051313887694
"4856","0.9",176,0,0,"DelayedRec",18,-0.758944613447138,0.910006052639805
"4857","0.5",177,1,1,"ImmediateRec",18,0.78315386409629,0.616955026421774
"4859","0.1",179,1,1,"ImmediateRec",18,0.0339093620302298,0.0973708777547151
"4860","0.9",180,1,0,"DelayedRec",18,-0.97207924891528,0.96506523610607
"4861","0.5",181,1,0,"ImmediateRec",18,-0.355156134138549,0.76472477896677
"4862","0.5",182,1,1,"DelayedRec",18,0.938192264987928,0.69553865560081
"4863","0.5",183,1,0,"DelayedRec",18,-0.316422171914254,0.662005479167152
"4865","0.9",185,1,0,"DelayedRec",18,-0.624910124238121,0.834669578634864
"4866","0.1",186,0,1,"ImmediateRec",18,0.170666462499971,0.194744324277842
"4867","0.9",187,1,0,"ImmediateRec",18,-0.514546985980425,0.765569968988169
"4868","0.9",188,1,0,"ImmediateRec",18,-0.800403815305895,0.950157032014971
"4872","0.9",192,0,0,"ImmediateRec",18,-0.809665951791193,0.900842499058417
"4873","0.5",193,1,0,"DelayedRec",18,-0.00557533508824275,0.637957247548525
"4874","0.5",194,1,0,"DelayedRec",18,-0.260539985736924,0.757536580669012
"4875","0.1",195,0,1,"DelayedRec",18,0.5763253138132,0.318543910275376
"4876","0.1",196,0,1,"DelayedRec",18,0.140525669982327,0.178622068078548
"4877","0.5",197,1,1,"ImmediateRec",18,0.951409836168982,0.697918375059716
"4878","0.1",198,1,1,"ImmediateRec",18,0.474542564866186,0.292172684560692
"4879","0.9",199,0,0,"ImmediateRec",18,-0.609264697433075,0.749459129896359
"4883","0.1",203,1,1,"ImmediateRec",18,0.278191679202463,0.253547750555487
"4884","0.5",204,0,0,"ImmediateRec",18,-0.214526952258552,0.694822563820651
"4885","0.9",205,1,0,"ImmediateRec",18,-0.770938756620438,0.98869441423523
"4889","0.1",209,0,1,"ImmediateRec",18,0.300714843481097,0.271578997198284
"4890","0.1",210,1,1,"ImmediateRec",18,0.333326251270044,0.248297828940645
"4891","0.9",211,1,0,"DelayedRec",18,-0.921552682401245,0.970151562805642
"4896","0.5",216,0,1,"ImmediateRec",18,0.823359884222099,0.694411092514092
"4897","0.5",217,1,0,"DelayedRec",18,-0.240787687448523,0.726134510211401
"4900","0.5",220,0,0,"DelayedRec",18,-0.322050755186295,0.696902609125806
"4904","0.1",224,0,1,"ImmediateRec",18,0.134647632058007,0.16143102446258
"4905","0.1",225,1,1,"DelayedRec",18,0.186076681226086,0.191594851393482
"4906","0.1",226,1,1,"ImmediateRec",18,0.153214345187404,0.175733329923801
"4908","0.1",228,0,1,"DelayedRec",18,0.113813100578817,0.176298127934671
"4910","0.5",230,1,1,"DelayedRec",18,0.995409304867666,0.676817651059828
"4912","0.1",232,0,1,"DelayedRec",18,0.103875800853331,0.14784095067245
"4913","0.9",233,0,0,"DelayedRec",18,-0.914469332193092,0.959290404759729
"4914","0.1",234,0,1,"DelayedRec",18,0.110867996144753,0.148066669200616
"4915","0.1",235,0,1,"ImmediateRec",18,0.0912879965379377,0.13580870592348
"4916","0.5",236,1,1,"ImmediateRec",18,0.996596877457406,0.666020169769443
"4919","0.5",239,1,1,"ImmediateRec",18,0.734825474917919,0.666981006121107
"4921","0.9",241,1,0,"DelayedRec",18,-0.949039214982812,0.950402222736037
"4922","0.5",242,1,1,"ImmediateRec",18,0.820591473307307,0.610882502211025
"4925","0.9",245,1,0,"DelayedRec",18,-0.820033169520611,0.882341245821439
"4926","0.1",246,1,0,"DelayedRec",18,-3.265386555042e-08,0.136037490809744
"4927","0.9",247,0,0,"DelayedRec",18,-0.832518109511666,0.89894025207083
"4930","0.1",250,0,1,"DelayedRec",18,0.220200113763181,0.196267765300967
"4934","0.1",254,1,1,"DelayedRec",18,0.188492022990925,0.1144456317827
"4936","0.5",256,0,0,"DelayedRec",18,-0.154238755311932,0.761096698807945
"4937","0.5",257,0,0,"ImmediateRec",18,-0.394949419643944,0.720128972357235
"4939","0.9",259,0,0,"DelayedRec",18,-0.74103454095012,0.938406929930086
"4943","0.9",263,0,0,"DelayedRec",18,-0.931378152551765,0.97867072359422
"4945","0.5",265,1,0,"DelayedRec",18,-0.148528976428983,0.698087951230212
"4947","0.9",267,1,0,"DelayedRec",18,-0.766890793756631,0.912381725249477
"4950","0.1",270,1,1,"ImmediateRec",18,0.105224145839409,0.0883100505050376
"4951","0.9",271,1,0,"DelayedRec",18,-0.913359113584466,0.974516015452798
"4955","0.5",275,1,0,"DelayedRec",18,-0.32433024696745,0.722320039513068
"4956","0.5",276,0,0,"DelayedRec",18,-0.00256271839223795,0.680974893699624
"4958","0.9",278,1,0,"ImmediateRec",18,-0.831898338961517,0.91068883896166
"4959","0.1",279,0,1,"DelayedRec",18,0.277778732619589,0.203064821462371
"4961","0.1",281,0,1,"DelayedRec",18,0.22872122581328,0.186253738064585
"4962","0.9",282,0,0,"DelayedRec",18,-0.750133585197061,0.921023126456651
"4967","0.5",287,1,0,"DelayedRec",18,-0.00211012587810175,0.706383925460068
"4968","0.9",288,1,0,"DelayedRec",18,-0.872318227372924,0.926051228576903
"4970","0.9",290,1,0,"DelayedRec",18,-0.740779009181828,0.894088678615779
"4971","0.5",291,1,0,"ImmediateRec",18,-0.325198817574402,0.696473114414294
"4973","0.1",293,1,1,"DelayedRec",18,0.231981894868351,0.196841544136872
"4977","0.9",297,1,0,"ImmediateRec",18,-0.609952682262566,0.880222913863924
"4978","0.1",298,0,1,"DelayedRec",18,0.497768875753903,0.357684622675427
"4980","0.9",300,0,0,"ImmediateRec",18,-0.735464973632678,0.883430271056794
"4981","0.9",301,0,0,"DelayedRec",18,-0.808987596493069,0.873291799773196
"4982","0.1",302,0,1,"ImmediateRec",18,0.337475845003642,0.300912949638983
"4983","0.1",303,1,1,"DelayedRec",18,0.277875445048244,0.276001334444265
"4984","0.5",304,0,0,"ImmediateRec",18,-0.070896275968654,0.697387763750186
"4985","0.5",305,1,0,"DelayedRec",18,-0.267766619449977,0.688616946252321
"4987","0.5",307,1,1,"ImmediateRec",18,0.941624461339329,0.677053512035285
"4989","0.5",309,1,0,"DelayedRec",18,-0.224672461342663,0.669485220350556
"4990","0.1",310,0,1,"DelayedRec",18,0.3247652521595,0.197395470547856
"4991","0.1",311,1,1,"ImmediateRec",18,0.274918605482133,0.227822604972802
"5618","0.5",2,1,0,"DelayedRec",21,-0.281662283584867,0.710541159214603
"5621","0.1",5,1,1,"ImmediateRec",21,0.238718689012733,0.171715927516433
"5622","0.9",6,1,0,"ImmediateRec",21,-0.805406854617676,0.906736298746249
"5624","0.9",8,0,0,"DelayedRec",21,-0.835194154088032,0.925224126658956
"5626","0.9",10,1,0,"ImmediateRec",21,-0.241230267167187,0.893838351516936
"5627","0.9",11,0,1,"ImmediateRec",21,0.997000425611249,0.73608029327798
"5630","0.5",14,1,0,"DelayedRec",21,-0.370319996553648,0.731666199533739
"5631","0.5",15,0,1,"DelayedRec",21,0.836652258469077,0.653738054007039
"5633","0.5",17,1,0,"DelayedRec",21,-0.301868836601654,0.703053910950943
"5634","0.1",18,1,0,"DelayedRec",21,-0.0024451232433006,0.483576281426571
"5635","0.5",19,0,0,"DelayedRec",21,-0.0789226684405489,0.767228123342428
"5637","0.9",21,1,0,"ImmediateRec",21,-0.563382757460064,0.981830076625928
"5638","0.9",22,0,0,"DelayedRec",21,-0.73981349365925,0.966482791691452
"5639","0.5",23,1,0,"DelayedRec",21,-0.246070413046233,0.578968365012245
"5640","0.1",24,0,1,"ImmediateRec",21,0.540754754972396,0.287442842915796
"5642","0.5",26,0,0,"ImmediateRec",21,-0.0643343441492908,0.631816145595659
"5647","0.9",31,1,0,"ImmediateRec",21,-0.701914360282656,0.925748018487051
"5648","0.5",32,0,0,"ImmediateRec",21,-0.229598905410476,0.585134150904523
"5649","0.1",33,0,1,"DelayedRec",21,0.42782978692909,0.314975534724315
"5650","0.5",34,0,0,"DelayedRec",21,-0.0643343441492908,0.743665762502085
"5655","0.5",39,1,1,"ImmediateRec",21,0.947557426542956,0.794506397608896
"5656","0.9",40,1,0,"ImmediateRec",21,-0.715715453221895,0.947579721781608
"5658","0.9",42,1,0,"ImmediateRec",21,-0.707097081695618,0.893076705234277
"5659","0.5",43,1,0,"ImmediateRec",21,-0.152563993343887,0.81601950311988
"5660","0.9",44,1,0,"ImmediateRec",21,-0.000476683030975547,0.867284482711836
"5661","0.5",45,1,0,"DelayedRec",21,-0.0427489165727002,0.680819719508721
"5663","0.5",47,1,0,"ImmediateRec",21,-0.101375797168637,0.729887159555121
"5665","0.5",49,0,0,"ImmediateRec",21,-0.200585952688606,0.730452087024266
"5667","0.5",51,1,0,"ImmediateRec",21,-0.028405821063458,0.76170703391711
"5668","0.5",52,0,0,"ImmediateRec",21,-0.0231551961464188,0.702055933798269
"5670","0.5",54,0,1,"ImmediateRec",21,0.981124886079464,0.693054594940992
"5673","0.1",57,1,1,"ImmediateRec",21,0.484654494690337,0.0842288448623048
"5675","0.1",59,0,1,"DelayedRec",21,0.345304511868296,0.254208116466174
"5678","0.1",62,0,1,"ImmediateRec",21,0.322043456478289,0.0571206652229697
"5680","0.5",64,1,1,"DelayedRec",21,0.772407811151892,0.654279939063575
"5682","0.5",66,1,0,"ImmediateRec",21,-0.200229448374301,0.777207780382202
"5683","0.9",67,0,0,"ImmediateRec",21,-0.812963828242145,0.878334472477206
"5686","0.9",70,0,0,"DelayedRec",21,-0.825563312470297,0.974019927367961
"5687","0.5",71,0,1,"ImmediateRec",21,0.836491011178836,0.83077500438632
"5691","0.1",75,0,1,"DelayedRec",21,0.231549890594029,0.214634806783833
"5693","0.5",77,1,0,"DelayedRec",21,-0.0348470669471739,0.684147315718653
"5694","0.1",78,1,1,"DelayedRec",21,0.451429284980691,0.166977932621128
"5698","0.9",82,0,0,"DelayedRec",21,-0.700034047175003,0.997280246947913
"5699","0.9",83,1,0,"DelayedRec",21,-0.811250548878384,0.891763579491614
"5700","0.1",84,1,1,"DelayedRec",21,0.429362536809022,0.269746967081468
"5701","0.1",85,0,1,"ImmediateRec",21,0.338703657211517,0.322051886902556
"5702","0.5",86,1,0,"ImmediateRec",21,-0.0125421449609678,0.646497231012923
"5705","0.9",89,0,0,"DelayedRec",21,-0.728242604828252,0.872751129672064
