"","PE_level","trialN","id_acc","trial_acc","session","SubNum","PEchoice","PEobs","setup"
"8678","0.1",254,0,1,"DelayedRec",30,0.202768075721068,0.182191509623916,"pilot"
"8680","0.5",256,1,0,"DelayedRec",30,-0.296603753671301,0.719275976030486,"pilot"
"8681","0.5",257,1,0,"ImmediateRec",30,-0.200183496623636,0.699601126974561,"pilot"
"8683","0.9",259,1,1,"DelayedRec",30,0.996063801440139,0.904269832200089,"pilot"
"8687","0.9",263,1,0,"DelayedRec",30,-0.883554360801672,0.945138991581432,"pilot"
"8689","0.5",265,0,0,"DelayedRec",30,-0.265831310210601,0.692132768757201,"pilot"
"8691","0.9",267,1,0,"DelayedRec",30,-0.791886179682306,0.894067770971784,"pilot"
"8694","0.1",270,1,1,"ImmediateRec",30,0.145978214132889,0.162334079613338,"pilot"
"8695","0.9",271,0,0,"DelayedRec",30,-0.869166929127424,0.947676226595332,"pilot"
"8699","0.5",275,1,0,"DelayedRec",30,-0.0855445368594587,0.691068675563909,"pilot"
"8700","0.5",276,1,0,"DelayedRec",30,-0.115075760540715,0.662555387317423,"pilot"
"8702","0.9",278,1,0,"ImmediateRec",30,-0.822471500095681,0.918436655602915,"pilot"
"8703","0.1",279,0,1,"DelayedRec",30,0.300642187860168,0.216458820391978,"pilot"
"8705","0.1",281,1,1,"DelayedRec",30,0.269450759520793,0.208290347060705,"pilot"
"8706","0.9",282,1,0,"DelayedRec",30,-0.766835001348372,0.919339214073842,"pilot"
"8711","0.5",287,1,0,"DelayedRec",30,-0.0445980275184694,0.687508161179015,"pilot"
"8712","0.9",288,0,0,"DelayedRec",30,-0.806015120813671,0.910148101561597,"pilot"
"8714","0.9",290,1,0,"DelayedRec",30,-0.748799981476,0.884766921661124,"pilot"
"8715","0.5",291,1,0,"ImmediateRec",30,-0.179414591121372,0.679332872834991,"pilot"
"8717","0.1",293,1,0,"DelayedRec",30,-9.98424849076535e-06,0.208158380273215,"pilot"
"8721","0.9",297,1,0,"ImmediateRec",30,-0.671112478171914,0.897218895080322,"pilot"
"8722","0.1",298,0,1,"DelayedRec",30,0.398514997996854,0.279901212448445,"pilot"
"8724","0.9",300,1,0,"ImmediateRec",30,-0.830393916485753,0.900352892857686,"pilot"
"8725","0.9",301,1,0,"DelayedRec",30,-0.673257468423499,0.884998798649311,"pilot"
"8726","0.1",302,1,1,"ImmediateRec",30,0.320113248261484,0.259174632942066,"pilot"
"8727","0.1",303,1,1,"DelayedRec",30,0.286901710271091,0.249394199539094,"pilot"
"8728","0.5",304,1,0,"ImmediateRec",30,-0.092436359203575,0.690745408546486,"pilot"
"8729","0.5",305,1,0,"DelayedRec",30,-0.160800445841789,0.685532773396394,"pilot"
"8731","0.5",307,1,0,"ImmediateRec",30,-0.0358240455861212,0.674335287169645,"pilot"
"8733","0.5",309,1,1,"DelayedRec",30,0.967892675472487,0.677332817587137,"pilot"
"8734","0.1",310,1,1,"DelayedRec",30,0.229224086401212,0.199292318201729,"pilot"
"8735","0.1",311,1,1,"ImmediateRec",30,0.35544633415179,0.221783544385674,"pilot"
"8738","0.5",2,1,0,"DelayedRec",31,-0.191841239547133,0.674304326799052,"pilot"
"8741","0.1",5,0,1,"ImmediateRec",31,0.356614246220548,0.348359890000438,"pilot"
"8742","0.9",6,1,0,"ImmediateRec",31,-0.674210791957873,0.833453686676607,"pilot"
"8744","0.9",8,0,0,"DelayedRec",31,-0.672719789459248,0.832784660744158,"pilot"
"8746","0.9",10,0,0,"ImmediateRec",31,-0.615671786510919,0.840713075276659,"pilot"
"8747","0.9",11,0,0,"ImmediateRec",31,-0.562454321068333,0.795022650829729,"pilot"
"8750","0.5",14,1,1,"DelayedRec",31,0.808158760452867,0.67694562953947,"pilot"
"8751","0.5",15,1,1,"DelayedRec",31,0.808158760452867,0.668557605723772,"pilot"
"8753","0.5",17,0,0,"DelayedRec",31,-0.261696902659869,0.684336940265294,"pilot"
"8754","0.1",18,1,1,"DelayedRec",31,0.48616313071408,0.400451189557222,"pilot"
"8755","0.5",19,1,0,"DelayedRec",31,-0.313304745375458,0.692269098245571,"pilot"
"8757","0.9",21,1,0,"ImmediateRec",31,-0.653512020908505,0.879162026299693,"pilot"
"8758","0.9",22,0,0,"DelayedRec",31,-0.64788691751743,0.858849273093663,"pilot"
"8759","0.5",23,0,1,"DelayedRec",31,0.789640533740052,0.647145125144368,"pilot"
"8760","0.1",24,0,1,"ImmediateRec",31,0.402976280408833,0.33103297453982,"pilot"
"8762","0.5",26,0,0,"ImmediateRec",31,-0.239076334073061,0.654646192333319,"pilot"
"8767","0.9",31,1,0,"ImmediateRec",31,-0.715727564854779,0.848051020634978,"pilot"
"8768","0.5",32,1,1,"ImmediateRec",31,0.758836053150687,0.637657756400808,"pilot"
"8769","0.1",33,0,1,"DelayedRec",31,0.346138526435226,0.342057936953964,"pilot"
"8770","0.5",34,0,0,"DelayedRec",31,-0.160109824891384,0.699258711728646,"pilot"
"8775","0.5",39,0,1,"ImmediateRec",31,0.738517286282547,0.715867281549694,"pilot"
"8776","0.9",40,1,0,"ImmediateRec",31,-0.711114362133331,0.872977846947409,"pilot"
"8778","0.9",42,1,0,"ImmediateRec",31,-0.692748862158813,0.857406734680031,"pilot"
"8779","0.5",43,1,0,"ImmediateRec",31,-0.280240840974512,0.72021317045653,"pilot"
"8780","0.9",44,1,0,"ImmediateRec",31,-0.64964702706667,0.832527280327778,"pilot"
"8781","0.5",45,1,0,"DelayedRec",31,-0.256017370617555,0.67966574008619,"pilot"
"8783","0.5",47,0,1,"ImmediateRec",31,0.877923519896699,0.698404456889999,"pilot"
"8785","0.5",49,1,0,"ImmediateRec",31,-0.278614450063125,0.67820576766235,"pilot"
"8787","0.5",51,1,1,"ImmediateRec",31,0.786329068371879,0.682521574914392,"pilot"
"8788","0.5",52,1,0,"ImmediateRec",31,-0.281639678839568,0.680506052704527,"pilot"
"8790","0.5",54,1,0,"ImmediateRec",31,-0.165218578134744,0.664698402063206,"pilot"
"8793","0.1",57,1,1,"ImmediateRec",31,0.287629283629311,0.242178113165406,"pilot"
"8795","0.1",59,0,1,"DelayedRec",31,0.335396909618829,0.301733323755077,"pilot"
"8798","0.1",62,1,1,"ImmediateRec",31,0.240054090268787,0.216569997708812,"pilot"
"8800","0.5",64,0,1,"DelayedRec",31,0.674681296031601,0.676961879809733,"pilot"
"8802","0.5",66,0,0,"ImmediateRec",31,-0.235055193387604,0.712855004484656,"pilot"
"8803","0.9",67,0,0,"ImmediateRec",31,-0.744275067494657,0.848704104827049,"pilot"
"8806","0.9",70,0,0,"DelayedRec",31,-0.816969643216502,0.886494036461066,"pilot"
"8807","0.5",71,0,0,"ImmediateRec",31,-0.199532019676652,0.731309106932251,"pilot"
"8811","0.1",75,1,1,"DelayedRec",31,0.283152404963626,0.303313512734041,"pilot"
"8813","0.5",77,1,0,"DelayedRec",31,-0.232530351227513,0.691564484801038,"pilot"
"8814","0.1",78,0,1,"DelayedRec",31,0.231722811442816,0.215172070000618,"pilot"
"8818","0.9",82,1,0,"DelayedRec",31,-0.806605196823005,0.945266867009922,"pilot"
"8819","0.9",83,0,0,"DelayedRec",31,-0.741322735291757,0.839134359782134,"pilot"
"8820","0.1",84,0,1,"DelayedRec",31,0.263116179287149,0.236309351681586,"pilot"
"8821","0.1",85,0,1,"ImmediateRec",31,0.322755752486231,0.325588116314672,"pilot"
"8822","0.5",86,1,1,"ImmediateRec",31,0.785262517940529,0.648759866358666,"pilot"
"8825","0.9",89,1,0,"DelayedRec",31,-0.777063313626346,0.842122845350045,"pilot"
"8827","0.9",91,1,0,"DelayedRec",31,-0.816726541463856,0.896599682257676,"pilot"
"8828","0.9",92,1,0,"ImmediateRec",31,-0.746130296112561,0.919758786651157,"pilot"
"8831","0.5",95,0,0,"ImmediateRec",31,-0.383636836036456,0.659348055457921,"pilot"
"8832","0.9",96,1,0,"ImmediateRec",31,-0.734971547612512,0.930713837871822,"pilot"
"8833","0.5",97,0,0,"DelayedRec",31,-0.070967585644146,0.613501566553698,"pilot"
"8835","0.5",99,0,0,"DelayedRec",31,-0.350476018029879,0.721873321065357,"pilot"
"8843","0.5",107,0,0,"ImmediateRec",31,-0.111524427851456,0.671862944696025,"pilot"
"8844","0.5",108,1,0,"ImmediateRec",31,-0.320181556294577,0.682641507731732,"pilot"
"8845","0.5",109,0,0,"DelayedRec",31,-0.101884474364512,0.635349056645427,"pilot"
"8846","0.1",110,1,1,"DelayedRec",31,0.228856899162439,0.242215515759346,"pilot"
"8849","0.9",113,1,0,"ImmediateRec",31,-0.790925043731997,0.90935135419555,"pilot"
"8852","0.1",116,1,1,"ImmediateRec",31,0.171411528969521,0.220186378038991,"pilot"
"8857","0.5",121,1,1,"ImmediateRec",31,0.707494311401137,0.695707387226234,"pilot"
"8858","0.9",122,0,0,"ImmediateRec",31,-0.856940718520891,0.928646019598079,"pilot"
"8859","0.1",123,0,1,"DelayedRec",31,0.217131561667022,0.240549744702173,"pilot"
"8860","0.5",124,0,0,"DelayedRec",31,-0.258185433805605,0.708572841588791,"pilot"
"8861","0.1",125,1,1,"DelayedRec",31,0.211536157451164,0.229131782802689,"pilot"
"8863","0.9",127,0,0,"DelayedRec",31,-0.806748614395881,0.895851638583274,"pilot"
"8864","0.1",128,0,1,"ImmediateRec",31,0.181217012561882,0.215113814283555,"pilot"
"8865","0.1",129,1,1,"ImmediateRec",31,0.242737919131916,0.232331833554571,"pilot"
"8866","0.1",130,0,1,"ImmediateRec",31,0.165552968317994,0.203422974961496,"pilot"
"8867","0.5",131,0,1,"ImmediateRec",31,0.906922220391401,0.69056832922533,"pilot"
"8869","0.1",133,0,1,"ImmediateRec",31,0.240253235550492,0.245160882619082,"pilot"
"8871","0.5",135,0,0,"DelayedRec",31,-0.353660113558286,0.664805653084519,"pilot"
"8873","0.5",137,0,1,"ImmediateRec",31,0.676909575168834,0.676489935595446,"pilot"
"8874","0.5",138,0,0,"DelayedRec",31,-0.171470363092585,0.622513945177744,"pilot"
"8877","0.5",141,1,0,"ImmediateRec",31,-0.115995363588218,0.671894285869159,"pilot"
"8879","0.5",143,0,0,"ImmediateRec",31,-0.143108384170291,0.75745285283669,"pilot"
"8881","0.5",145,0,0,"DelayedRec",31,-0.123493950855076,0.655194851415733,"pilot"
"8883","0.9",147,0,0,"ImmediateRec",31,-0.814923345426639,0.906869253878051,"pilot"
"8885","0.5",149,0,0,"ImmediateRec",31,-0.235868389720809,0.730418116359971,"pilot"
"8887","0.9",151,0,0,"ImmediateRec",31,-0.894651829342728,0.922091647342332,"pilot"
"8889","0.5",153,0,0,"DelayedRec",31,-0.0953477713422536,0.648855776567629,"pilot"
"8890","0.1",154,0,1,"ImmediateRec",31,0.255517035184872,0.240142868375348,"pilot"
"8892","0.5",156,0,0,"DelayedRec",31,-0.119437605720666,0.65216540343921,"pilot"
"8894","0.1",158,0,1,"ImmediateRec",31,0.167348285168673,0.19605502482992,"pilot"
"8898","0.5",162,0,0,"DelayedRec",31,-0.103067488998858,0.640261229074532,"pilot"
"8900","0.5",164,1,0,"ImmediateRec",31,-0.0996820818220563,0.637552117451028,"pilot"
"8901","0.5",165,1,1,"ImmediateRec",31,0.651383693590593,0.659304553311101,"pilot"
"8902","0.5",166,1,0,"DelayedRec",31,-0.0860196569546639,0.773115180184992,"pilot"
"8905","0.9",169,1,0,"ImmediateRec",31,-0.805179849000766,0.879564189543184,"pilot"
"8907","0.5",171,1,1,"DelayedRec",31,0.911558795940485,0.634592453282261,"pilot"
"8909","0.5",173,0,0,"ImmediateRec",31,-0.167234564068367,0.759230168751495,"pilot"
"8912","0.9",176,0,0,"DelayedRec",31,-0.883753113969452,0.903185293184917,"pilot"
"8913","0.5",177,1,0,"ImmediateRec",31,-0.0616036816474096,0.624484052498283,"pilot"
"8915","0.1",179,1,1,"ImmediateRec",31,0.0972857650389253,0.140206510214287,"pilot"
"8916","0.9",180,0,0,"DelayedRec",31,-0.911123426274445,0.945827100318728,"pilot"
"8917","0.5",181,1,0,"ImmediateRec",31,-0.0717916139654865,0.74571256403451,"pilot"
"8918","0.5",182,0,0,"DelayedRec",31,-0.215480387291624,0.690721917095754,"pilot"
"8919","0.5",183,1,1,"DelayedRec",31,0.662055078448021,0.663287438763932,"pilot"
"8921","0.9",185,1,0,"DelayedRec",31,-0.807363222743516,0.854099676922479,"pilot"
"8922","0.1",186,1,1,"ImmediateRec",31,0.201606979133644,0.208361286644402,"pilot"
"8923","0.9",187,1,0,"ImmediateRec",31,-0.737576324354912,0.807681727795504,"pilot"
"8924","0.9",188,1,0,"ImmediateRec",31,-0.832367698768275,0.926084400790064,"pilot"
"8928","0.9",192,1,0,"ImmediateRec",31,-0.817330705620491,0.894930532104443,"pilot"
"8929","0.5",193,1,1,"DelayedRec",31,0.950567559546507,0.653183096188851,"pilot"
"8930","0.5",194,1,0,"DelayedRec",31,-0.139573205594279,0.733295765278276,"pilot"
"8931","0.1",195,0,1,"DelayedRec",31,0.326178330986811,0.282131888137539,"pilot"
"8932","0.1",196,1,1,"DelayedRec",31,0.184180466046482,0.197037428475598,"pilot"
"8933","0.5",197,0,0,"ImmediateRec",31,-0.0514141521630861,0.684490419906827,"pilot"
"8934","0.1",198,0,1,"ImmediateRec",31,0.297984113811809,0.266798802334424,"pilot"
"8935","0.9",199,1,0,"ImmediateRec",31,-0.727773050356925,0.78876388143224,"pilot"
"8939","0.1",203,1,1,"ImmediateRec",31,0.255524650559639,0.247722598507976,"pilot"
"8940","0.5",204,0,0,"ImmediateRec",31,-0.361013801726021,0.693443173774718,"pilot"
"8941","0.9",205,1,0,"ImmediateRec",31,-0.766562400623833,0.969115873056185,"pilot"
"8945","0.1",209,1,1,"ImmediateRec",31,0.273792466558794,0.260882366931662,"pilot"
"8946","0.1",210,1,1,"ImmediateRec",31,0.253317762499221,0.233725959380356,"pilot"
"8947","0.9",211,0,0,"DelayedRec",31,-0.85957074767902,0.94738476290444,"pilot"
"8952","0.5",216,1,1,"ImmediateRec",31,0.883512838219862,0.68020347618566,"pilot"
"8953","0.5",217,0,0,"DelayedRec",31,-0.0634318132375085,0.721207523346246,"pilot"
"8956","0.5",220,1,1,"DelayedRec",31,0.698699525116835,0.684771944140334,"pilot"
"8960","0.1",224,1,1,"ImmediateRec",31,0.163721022668862,0.179210251303387,"pilot"
"8961","0.1",225,0,1,"DelayedRec",31,0.193143305318878,0.197652381804636,"pilot"
"8962","0.1",226,0,1,"ImmediateRec",31,0.176448375647788,0.186910522919393,"pilot"
"8964","0.1",228,0,1,"DelayedRec",31,0.174225420327763,0.197289161869131,"pilot"
"8966","0.5",230,0,1,"DelayedRec",31,0.820161050052467,0.664253745988505,"pilot"
"8968","0.1",232,1,1,"DelayedRec",31,0.147263010779263,0.167146448501557,"pilot"
"8969","0.9",233,0,0,"DelayedRec",31,-0.86546611593861,0.94600599712941,"pilot"
"8970","0.1",234,0,1,"DelayedRec",31,0.149569297582544,0.169470671073119,"pilot"
"8971","0.1",235,0,1,"ImmediateRec",31,0.13664081994273,0.160260410021703,"pilot"
"8972","0.5",236,1,0,"ImmediateRec",31,-0.0547378497215081,0.682011894272479,"pilot"
"8975","0.5",239,0,1,"ImmediateRec",31,0.823813836072869,0.662625421025372,"pilot"
"8977","0.9",241,0,0,"DelayedRec",31,-0.895817571792654,0.931193337942743,"pilot"
"8978","0.5",242,0,1,"ImmediateRec",31,0.960799040734553,0.644946438954194,"pilot"
"8981","0.9",245,0,0,"DelayedRec",31,-0.834083310677629,0.887075405688277,"pilot"
"8982","0.1",246,0,0,"DelayedRec",31,-0.000181873063651624,0.166839288417321,"pilot"
"8983","0.9",247,0,0,"DelayedRec",31,-0.825283216321279,0.905738997793792,"pilot"
"8986","0.1",250,0,1,"DelayedRec",31,0.198644749402416,0.194551566879447,"pilot"
"8990","0.1",254,0,1,"DelayedRec",31,0.18983331815528,0.149197563058065,"pilot"
"8992","0.5",256,0,0,"DelayedRec",31,-0.250732067505955,0.736150257776964,"pilot"
"8993","0.5",257,1,0,"ImmediateRec",31,-0.247395021167098,0.708887469068877,"pilot"
"8995","0.9",259,0,0,"DelayedRec",31,-0.775215658810869,0.921390953785644,"pilot"
"8999","0.9",263,0,0,"DelayedRec",31,-0.818615350576834,0.963994782830292,"pilot"
"9001","0.5",265,1,0,"DelayedRec",31,-0.109830792488553,0.696142532521259,"pilot"
"9003","0.9",267,0,0,"DelayedRec",31,-0.74785584025888,0.902551685503647,"pilot"
"9006","0.1",270,0,1,"ImmediateRec",31,0.14473929568312,0.126170211370849,"pilot"
"9007","0.9",271,0,0,"DelayedRec",31,-0.8677716860363,0.963864258733124,"pilot"
"9011","0.5",275,1,0,"DelayedRec",31,-0.122250549758017,0.701727956657623,"pilot"
"9012","0.5",276,0,0,"DelayedRec",31,-0.100337233530922,0.667472766415565,"pilot"
"9014","0.9",278,0,0,"ImmediateRec",31,-0.827041108957465,0.92084099138587,"pilot"
"9015","0.1",279,1,1,"DelayedRec",31,0.203247914089268,0.205589746707306,"pilot"
"9017","0.1",281,1,1,"DelayedRec",31,0.185679561792957,0.194416514048943,"pilot"
"9018","0.9",282,0,0,"DelayedRec",31,-0.735610715032241,0.925247444055511,"pilot"
"9023","0.5",287,1,0,"DelayedRec",31,-0.191171830154173,0.694262426971744,"pilot"
"9024","0.9",288,1,0,"DelayedRec",31,-0.858427755160032,0.917941281172236,"pilot"
"9026","0.9",290,1,0,"DelayedRec",31,-0.726274362393631,0.889211512806174,"pilot"
"9027","0.5",291,1,0,"ImmediateRec",31,-0.226010679252976,0.684824158386744,"pilot"
"9029","0.1",293,1,1,"DelayedRec",31,0.19712206001275,0.198418763615285,"pilot"
"9033","0.9",297,0,0,"ImmediateRec",31,-0.663496626545842,0.894261218257873,"pilot"
"9034","0.1",298,0,1,"DelayedRec",31,0.393854724560531,0.304853425276599,"pilot"
"9036","0.9",300,1,0,"ImmediateRec",31,-0.829730753837402,0.896675500849243,"pilot"
"9037","0.9",301,0,0,"DelayedRec",31,-0.819916785434675,0.882005827681614,"pilot"
"9038","0.1",302,0,1,"ImmediateRec",31,0.328709359525056,0.272617970099486,"pilot"
"9039","0.1",303,0,1,"DelayedRec",31,0.300296365191965,0.257801939360809,"pilot"
"9040","0.5",304,1,0,"ImmediateRec",31,-0.174647310941622,0.694439794929507,"pilot"
"9041","0.5",305,0,0,"DelayedRec",31,-0.275775801731814,0.688276344603075,"pilot"
"9043","0.5",307,1,0,"ImmediateRec",31,-0.159551138860475,0.675197766642133,"pilot"
"9045","0.5",309,0,1,"DelayedRec",31,0.957427519000939,0.675356379564269,"pilot"
"9046","0.1",310,0,1,"DelayedRec",31,0.221072446632022,0.191361342269664,"pilot"
"9047","0.1",311,1,1,"ImmediateRec",31,0.315701184733017,0.219188151943826,"pilot"
"9050","0.5",2,0,0,"DelayedRec",32,-0.35219066842102,0.705296937101596,"pilot"
"9053","0.1",5,1,0,"ImmediateRec",32,-0.0307544999640228,0.179650197225234,"pilot"
"9054","0.9",6,0,0,"ImmediateRec",32,-0.387886231330898,0.904172711497645,"pilot"
"9056","0.9",8,0,0,"DelayedRec",32,-0.398583398131484,0.919867805634012,"pilot"
"9058","0.9",10,1,0,"ImmediateRec",32,-0.735937804200911,0.893950928074048,"pilot"
"9059","0.9",11,1,0,"ImmediateRec",32,-0.653598202549825,0.748437677455922,"pilot"
"9062","0.5",14,1,0,"DelayedRec",32,-0.349546241077114,0.723869064387825,"pilot"
"9063","0.5",15,1,0,"DelayedRec",32,-0.161931880372644,0.656618125231987,"pilot"
"9065","0.5",17,1,0,"DelayedRec",32,-0.31043763966456,0.701613236781457,"pilot"
"9066","0.1",18,0,1,"DelayedRec",32,0.419528922229766,0.464796700639267,"pilot"
"9067","0.5",19,1,0,"DelayedRec",32,-0.14381430787075,0.757917375104759,"pilot"
"9069","0.9",21,0,0,"ImmediateRec",32,-0.401929596534283,0.977647096450085,"pilot"
"9070","0.9",22,1,0,"DelayedRec",32,-0.0215435802997531,0.961345910764621,"pilot"
"9071","0.5",23,1,0,"DelayedRec",32,-0.275704661630855,0.587407837408218,"pilot"
"9072","0.1",24,1,0,"ImmediateRec",32,-0.0134028397764756,0.281531856554063,"pilot"
"9074","0.5",26,1,1,"ImmediateRec",32,0.872276199715909,0.634547045159405,"pilot"
"9079","0.9",31,1,0,"ImmediateRec",32,-0.011903277609824,0.920836884030696,"pilot"
"9080","0.5",32,1,1,"ImmediateRec",32,0.801283957275025,0.590491921808676,"pilot"
"9081","0.1",33,0,1,"DelayedRec",32,0.687877112436589,0.309380139556513,"pilot"
"9082","0.5",34,0,1,"DelayedRec",32,0.722209545817601,0.739284249504167,"pilot"
"9087","0.5",39,1,0,"ImmediateRec",32,-0.225317475190243,0.786372387968107,"pilot"
"9088","0.9",40,1,0,"ImmediateRec",32,-0.45743680165595,0.943735473155663,"pilot"
"9090","0.9",42,1,0,"ImmediateRec",32,-0.250051194314913,0.893492990035006,"pilot"
"9091","0.5",43,1,0,"ImmediateRec",32,-0.358594084559564,0.80639633942196,"pilot"
"9092","0.9",44,1,0,"ImmediateRec",32,-0.406256982092536,0.865580777431732,"pilot"
"9093","0.5",45,1,0,"DelayedRec",32,-0.227449388144203,0.680973012896848,"pilot"
"9095","0.5",47,1,0,"ImmediateRec",32,-0.282841149833763,0.72801489497258,"pilot"
"9097","0.5",49,0,0,"ImmediateRec",32,-0.244857745108226,0.723856393333757,"pilot"
"9099","0.5",51,1,0,"ImmediateRec",32,-0.251195775082109,0.751574052589007,"pilot"
"9100","0.5",52,0,0,"ImmediateRec",32,-0.159328688918583,0.698682916260115,"pilot"
"9102","0.5",54,1,0,"ImmediateRec",32,-0.062674409540433,0.68958748859205,"pilot"
"9105","0.1",57,1,1,"ImmediateRec",32,0.144208060201908,0.0939378685637312,"pilot"
"9107","0.1",59,0,0,"DelayedRec",32,-0.00740534861892057,0.252087271522308,"pilot"
"9110","0.1",62,1,1,"ImmediateRec",32,0.225628047413516,0.06584527677254,"pilot"
"9112","0.5",64,0,0,"DelayedRec",32,-0.200108074278521,0.658370280944064,"pilot"
"9114","0.5",66,1,0,"ImmediateRec",32,-0.125670532548209,0.770842734323495,"pilot"
"9115","0.9",67,1,0,"ImmediateRec",32,-0.237524405456757,0.876213057683902,"pilot"
"9118","0.9",70,1,0,"DelayedRec",32,-0.730063249873186,0.968958000623473,"pilot"
"9119","0.5",71,1,1,"ImmediateRec",32,0.782537897673416,0.821145715308927,"pilot"
"9123","0.1",75,1,1,"DelayedRec",32,0.575402170267413,0.221616965615415,"pilot"
"9125","0.5",77,1,1,"DelayedRec",32,0.69498449519361,0.68748336482267,"pilot"
"9126","0.1",78,0,1,"DelayedRec",32,0.312278564497765,0.163364941684814,"pilot"
"9130","0.9",82,1,0,"DelayedRec",32,-0.0022606996842169,0.996272081298174,"pilot"
"9131","0.9",83,0,1,"DelayedRec",32,0.996366175676737,0.886749816544614,"pilot"
"9132","0.1",84,0,1,"DelayedRec",32,0.330635586882521,0.25864588097239,"pilot"
"9133","0.1",85,1,0,"ImmediateRec",32,-0.00322725783688387,0.318116732411639,"pilot"
"9134","0.5",86,1,1,"ImmediateRec",32,0.888389978449096,0.646138318146062,"pilot"
"9137","0.9",89,0,0,"DelayedRec",32,-0.308977967763595,0.869104985131696,"pilot"
"9139","0.9",91,1,0,"DelayedRec",32,-0.794302723422522,0.954432399524666,"pilot"
"9140","0.9",92,1,0,"ImmediateRec",32,-0.705433026195868,0.93175872365533,"pilot"
"9143","0.5",95,1,0,"ImmediateRec",32,-0.0894707425199187,0.671437913658746,"pilot"
"9144","0.9",96,1,0,"ImmediateRec",32,-0.35559034216244,0.993042497300719,"pilot"
"9145","0.5",97,1,1,"DelayedRec",32,0.788993430916466,0.540962872750054,"pilot"
